,sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,label
355,1.0,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,19
356,1.0,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,12
357,1.0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,17
358,1.0,0.745,0.585,0.215,2.499,0.9265,0.47200000000000003,0.7,16
359,1.0,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,15
360,1.0,0.605,0.49,0.18,1.227,0.48,0.287,0.35,17
361,1.0,0.59,0.465,0.15,0.997,0.392,0.24600000000000002,0.34,11
362,1.0,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,19
363,1.0,0.6,0.48,0.15,1.0290000000000001,0.4085,0.2705,0.295,15
364,1.0,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,11
365,1.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,18
366,1.0,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,10
367,1.0,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,9
368,1.0,0.63,0.49,0.18,1.13,0.45799999999999996,0.2765,0.315,11
369,1.0,0.69,0.56,0.215,1.719,0.68,0.299,0.47,16
370,1.0,0.65,0.545,0.165,1.5659999999999998,0.6645,0.3455,0.415,15
371,1.0,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,15
372,1.0,0.68,0.58,0.2,1.787,0.585,0.45299999999999996,0.6,18
373,1.0,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,13
374,1.0,0.685,0.52,0.15,1.3430000000000002,0.4635,0.292,0.4,12
375,1.0,0.675,0.545,0.195,1.7345,0.6845,0.3695,0.605,19
376,1.0,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,10
377,1.0,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,9
378,1.0,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,14
379,1.0,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,11
380,1.0,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,14
381,1.0,0.535,0.42,0.145,0.7909999999999999,0.33,0.18899999999999997,0.25,9
382,1.0,0.485,0.4,0.135,0.6629999999999999,0.313,0.13699999999999998,0.2,9
383,1.0,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,11
384,1.0,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,9
385,1.0,0.455,0.37,0.105,0.4925,0.21600000000000003,0.1245,0.135,8
386,1.0,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,11
387,1.0,0.46,0.38,0.135,0.48200000000000004,0.207,0.1225,0.145,9
388,1.0,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,13
389,2.0,0.465,0.375,0.12,0.47100000000000003,0.222,0.11900000000000001,0.14,8
390,2.0,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,9
391,1.0,0.475,0.375,0.125,0.593,0.27699999999999997,0.115,0.18,9
392,1.0,0.47,0.375,0.125,0.5615,0.252,0.13699999999999998,0.18,9
393,2.0,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,8
394,2.0,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,5
395,2.0,0.39,0.31,0.1,0.302,0.11599999999999999,0.064,0.115,10
396,1.0,0.5,0.395,0.14,0.7155,0.3165,0.17600000000000002,0.24,9
397,1.0,0.47,0.38,0.145,0.5865,0.2385,0.14400000000000002,0.185,7
398,1.0,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,11
399,1.0,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,10
400,1.0,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,8
401,1.0,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,8
402,1.0,0.435,0.325,0.11,0.4335,0.17800000000000002,0.0985,0.155,6
403,1.0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,9
404,2.0,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,6
405,1.0,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,11
406,1.0,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,7
407,1.0,0.59,0.485,0.12,0.9109999999999999,0.39,0.182,0.29,15
408,1.0,0.555,0.45,0.145,0.915,0.4,0.24600000000000002,0.285,10
409,1.0,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235,7
410,1.0,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,14
411,1.0,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,13
412,1.0,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,10
413,1.0,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,11
414,1.0,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,13
415,1.0,0.62,0.47,0.14,1.0325,0.3605,0.22399999999999998,0.36,14
416,1.0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,19
417,1.0,0.63,0.515,0.165,1.3519999999999999,0.488,0.349,0.45,19
418,1.0,0.63,0.5,0.155,1.005,0.36700000000000005,0.19899999999999998,0.36,15
419,1.0,0.545,0.41,0.14,0.625,0.223,0.16,0.235,12
420,1.0,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,13
421,2.0,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,10
422,1.0,0.49,0.39,0.135,0.5785,0.2465,0.12300000000000001,0.2,12
423,2.0,0.29,0.225,0.07,0.10099999999999999,0.036000000000000004,0.0235,0.035,7
424,2.0,0.26,0.2,0.07,0.092,0.037000000000000005,0.02,0.03,5
425,1.0,0.58,0.45,0.175,1.068,0.425,0.203,0.32,12
426,1.0,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,17
427,1.0,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,18
428,1.0,0.56,0.455,0.125,0.943,0.344,0.129,0.375,20
429,1.0,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,17
430,1.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,17
431,1.0,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,19
432,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,17
433,1.0,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,21
434,2.0,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,12
435,1.0,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,10
436,2.0,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,6
437,2.0,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,13
438,1.0,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085,8
439,1.0,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,12
440,2.0,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,9
441,2.0,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,7
442,1.0,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,18
443,2.0,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,9
444,1.0,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,9
445,1.0,0.56,0.455,0.19,0.7140000000000001,0.28300000000000003,0.129,0.275,8
446,1.0,0.565,0.435,0.185,0.9815,0.32899999999999996,0.136,0.39,12
447,1.0,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,15
448,1.0,0.605,0.5,0.175,1.0979999999999999,0.4765,0.23199999999999998,0.375,11
449,1.0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,17
450,1.0,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,15
451,1.0,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42,15
452,1.0,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,16
453,1.0,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,10
454,1.0,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,13
455,1.0,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,10
456,1.0,0.64,0.54,0.175,1.2209999999999999,0.51,0.259,0.39,14
457,2.0,0.36,0.28,0.105,0.19899999999999998,0.0695,0.045,0.08,8
458,2.0,0.415,0.31,0.11,0.2965,0.12300000000000001,0.057,0.0995,9
459,1.0,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,10
460,1.0,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,10
461,1.0,0.585,0.465,0.17,0.9915,0.3865,0.22399999999999998,0.265,11
462,2.0,0.24,0.185,0.07,0.0715,0.026000000000000002,0.018000000000000002,0.025,5
463,2.0,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,4
464,2.0,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,5
465,2.0,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,4
466,1.0,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,11
467,1.0,0.655,0.53,0.195,1.3880000000000001,0.5670000000000001,0.2735,0.41,12
468,1.0,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,16
469,1.0,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,20
470,1.0,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,8
471,1.0,0.515,0.405,0.12,0.6459999999999999,0.2895,0.1405,0.177,9
472,2.0,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,8
473,1.0,0.52,0.405,0.12,0.627,0.2645,0.1415,0.18100000000000002,10
474,1.0,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,9
475,1.0,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,16
476,1.0,0.465,0.35,0.115,0.42100000000000004,0.1565,0.091,0.1345,8
477,1.0,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,16
478,1.0,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,20
479,1.0,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,15
480,1.0,0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,28
481,1.0,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,16
482,1.0,0.57,0.465,0.125,0.8490000000000001,0.3785,0.1765,0.24,14
483,1.0,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,18
484,1.0,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,11
485,1.0,0.585,0.465,0.14,0.9079999999999999,0.381,0.1615,0.315,12
486,1.0,0.55,0.45,0.13,0.92,0.37799999999999995,0.2385,0.29,10
487,1.0,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,14
488,1.0,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,10
489,1.0,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,13
490,1.0,0.59,0.455,0.145,1.073,0.475,0.19,0.285,13
491,1.0,0.58,0.46,0.13,0.9209999999999999,0.35700000000000004,0.18100000000000002,0.29,12
492,1.0,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,10
493,1.0,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,14
494,1.0,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,16
495,1.0,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,14
496,1.0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,11
497,1.0,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,18
498,1.0,0.615,0.525,0.155,1.0385,0.42700000000000005,0.2315,0.345,10
499,1.0,0.555,0.45,0.175,0.8740000000000001,0.3275,0.20199999999999999,0.305,9
500,1.0,0.58,0.44,0.18,0.8540000000000001,0.3665,0.1635,0.245,11
501,1.0,0.62,0.52,0.225,1.1835,0.37799999999999995,0.27,0.395,22
502,1.0,0.62,0.47,0.225,1.115,0.37799999999999995,0.2145,0.36,14
503,1.0,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,12
504,1.0,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,16
505,1.0,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,14
506,1.0,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,11
507,1.0,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,14
508,1.0,0.56,0.435,0.18,0.889,0.36,0.204,0.25,10
509,2.0,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,15
510,2.0,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,9
511,1.0,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,9
512,1.0,0.49,0.38,0.145,0.6725,0.249,0.18100000000000002,0.21,9
513,1.0,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,5
514,1.0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,4
515,1.0,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,5
516,1.0,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,8
517,1.0,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,4
518,1.0,0.325,0.23,0.09,0.147,0.06,0.034,0.045,3
519,1.0,0.345,0.25,0.09,0.203,0.078,0.059000000000000004,0.055,5
520,1.0,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,2
521,1.0,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,4
522,2.0,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,8
523,1.0,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,4
524,1.0,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,3
525,1.0,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,3
526,1.0,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,2
527,1.0,0.57,0.445,0.155,0.733,0.282,0.159,0.235,13
528,1.0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,11
529,1.0,0.385,0.3,0.095,0.24,0.0885,0.059000000000000004,0.085,8
530,2.0,0.53,0.42,0.185,0.752,0.299,0.156,0.205,19
531,1.0,0.46,0.355,0.13,0.45799999999999996,0.192,0.1055,0.13,12
532,2.0,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,11
533,1.0,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,8
534,2.0,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,9
535,2.0,0.465,0.38,0.13,0.45399999999999996,0.1895,0.08,0.155,10
536,2.0,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,10
537,1.0,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,6
538,1.0,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,4
539,1.0,0.375,0.29,0.115,0.2705,0.09300000000000001,0.066,0.0885,9
540,1.0,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,14
541,1.0,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,10
542,1.0,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,14
543,1.0,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.11699999999999999,7
544,1.0,0.38,0.29,0.105,0.257,0.099,0.051,0.085,9
545,1.0,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,10
546,1.0,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003,7
547,1.0,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,6
548,1.0,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,11
549,2.0,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,10
550,2.0,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,16
551,2.0,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,12
552,2.0,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,11
553,2.0,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,12
554,2.0,0.485,0.39,0.125,0.591,0.287,0.141,0.12,8
555,2.0,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,9
556,2.0,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,13
557,1.0,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,11
558,1.0,0.66,0.53,0.17,1.3259999999999998,0.519,0.2625,0.44,12
559,2.0,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,12
560,1.0,0.44,0.34,0.105,0.364,0.14800000000000002,0.0805,0.1175,7
561,2.0,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,12
562,1.0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,10
563,1.0,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,10
564,1.0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,13
565,1.0,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,9
566,2.0,0.485,0.355,0.13,0.581,0.245,0.132,0.168,11
567,2.0,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,11
568,1.0,0.28,0.21,0.08,0.1085,0.040999999999999995,0.0265,0.0345,6
569,1.0,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,10
570,2.0,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,15
571,2.0,0.45,0.345,0.135,0.44299999999999995,0.1975,0.0875,0.1175,13
572,1.0,0.59,0.455,0.155,1.0659999999999998,0.382,0.2275,0.415,19
573,1.0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,16
574,2.0,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,9
575,1.0,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,10
576,2.0,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,9
577,1.0,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,9
578,2.0,0.58,0.445,0.15,0.8865,0.38299999999999995,0.209,0.255,10
579,1.0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,16
580,1.0,0.625,0.49,0.175,1.2329999999999999,0.5565,0.247,0.365,10
581,2.0,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245,13
582,1.0,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,18
583,2.0,0.46,0.355,0.14,0.4935,0.21600000000000003,0.133,0.115,12
584,1.0,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,10
585,2.0,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,10
586,2.0,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,9
587,1.0,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,12
588,1.0,0.45,0.335,0.14,0.4625,0.16399999999999998,0.076,0.15,13
589,1.0,0.405,0.31,0.12,0.3095,0.138,0.057999999999999996,0.095,12
590,2.0,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,12
591,1.0,0.37,0.29,0.115,0.25,0.111,0.057,0.075,8
592,2.0,0.525,0.41,0.175,0.8740000000000001,0.3585,0.207,0.205,17
593,1.0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,18
594,1.0,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,11
595,2.0,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,12
596,1.0,0.55,0.43,0.14,0.7135,0.2565,0.18600000000000003,0.225,8
597,2.0,0.605,0.47,0.14,0.9390000000000001,0.3385,0.201,0.32,12
598,2.0,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,11
599,1.0,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,15
600,2.0,0.535,0.42,0.145,0.9259999999999999,0.39799999999999996,0.1965,0.25,16
601,1.0,0.385,0.315,0.11,0.28600000000000003,0.1225,0.0635,0.0835,9
602,1.0,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,12
603,2.0,0.47,0.345,0.115,0.4885,0.2005,0.10800000000000001,0.166,10
604,2.0,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,11
605,2.0,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,12
606,1.0,0.345,0.27,0.09,0.195,0.078,0.0455,0.059000000000000004,8
607,2.0,0.485,0.37,0.13,0.45799999999999996,0.18100000000000002,0.113,0.136,9
608,1.0,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,9
609,1.0,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,11
610,1.0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,11
611,1.0,0.195,0.145,0.05,0.032,0.01,0.008,0.012,3
612,1.0,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,8
613,2.0,0.495,0.37,0.125,0.4775,0.185,0.0705,0.16899999999999998,17
614,2.0,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,14
615,1.0,0.415,0.345,0.135,0.3865,0.128,0.07,0.14800000000000002,12
616,1.0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,11
617,1.0,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,6
618,1.0,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044000000000000004,8
619,1.0,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195,6
620,1.0,0.345,0.255,0.08,0.16899999999999998,0.06,0.0425,0.054000000000000006,9
621,2.0,0.485,0.38,0.14,0.6729999999999999,0.2175,0.13,0.195,17
622,1.0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,11
623,1.0,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,16
624,2.0,0.465,0.36,0.105,0.498,0.214,0.11599999999999999,0.14,14
625,1.0,0.525,0.405,0.16,0.6579999999999999,0.2655,0.1125,0.225,11
626,1.0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,9
627,1.0,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,7
628,2.0,0.53,0.415,0.145,0.9440000000000001,0.3845,0.185,0.265,20
629,1.0,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,9
630,2.0,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,8
631,1.0,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,6
632,1.0,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,9
633,2.0,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,8
634,1.0,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,8
635,1.0,0.355,0.265,0.09,0.168,0.05,0.040999999999999995,0.063,7
636,1.0,0.38,0.235,0.1,0.258,0.1055,0.054000000000000006,0.08,6
637,1.0,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,5
638,2.0,0.44,0.345,0.12,0.48700000000000004,0.1965,0.10800000000000001,0.16,13
639,1.0,0.51,0.4,0.13,0.5735,0.21899999999999997,0.1365,0.195,12
640,1.0,0.325,0.24,0.085,0.17300000000000001,0.0795,0.038,0.05,6
641,2.0,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,12
642,1.0,0.59,0.45,0.16,0.9,0.358,0.156,0.315,18
643,1.0,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,6
644,1.0,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,8
645,2.0,0.445,0.33,0.12,0.34700000000000003,0.12,0.084,0.105,10
646,1.0,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,5
647,1.0,0.48,0.375,0.145,0.777,0.21600000000000003,0.13,0.17,8
648,2.0,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,10
649,1.0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,8
650,1.0,0.255,0.18,0.065,0.079,0.034,0.013999999999999999,0.025,4
651,2.0,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,5
652,2.0,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,10
653,1.0,0.31,0.225,0.08,0.1345,0.054000000000000006,0.024,0.05,6
654,1.0,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,9
655,1.0,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,6
656,1.0,0.555,0.435,0.165,0.97,0.336,0.2315,0.295,16
657,1.0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,15
658,2.0,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,17
659,1.0,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,10
660,2.0,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,17
661,2.0,0.535,0.45,0.17,0.7809999999999999,0.3055,0.1555,0.295,10
662,1.0,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,9
663,1.0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,11
664,2.0,0.45,0.355,0.12,0.41200000000000003,0.1145,0.0665,0.16,18
665,1.0,0.395,0.295,0.095,0.2245,0.078,0.054000000000000006,0.08,9
666,1.0,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16,10
667,1.0,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,14
668,1.0,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,12
669,1.0,0.45,0.35,0.145,0.5425,0.1765,0.12300000000000001,0.175,12
670,1.0,0.475,0.385,0.145,0.6175,0.235,0.10800000000000001,0.215,13
671,1.0,0.5,0.38,0.155,0.655,0.2405,0.14300000000000002,0.205,16
672,1.0,0.53,0.41,0.165,0.8115,0.24,0.16899999999999998,0.24,18
673,1.0,0.49,0.39,0.15,0.573,0.225,0.124,0.17,20
674,1.0,0.49,0.385,0.15,0.7865,0.24100000000000002,0.14,0.24,22
675,1.0,0.52,0.395,0.18,0.64,0.158,0.11,0.245,21
676,1.0,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,11
677,1.0,0.5,0.375,0.115,0.5945,0.185,0.14800000000000002,0.19,10
678,1.0,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,22
679,1.0,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08,7
680,2.0,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,6
681,1.0,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,9
682,1.0,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,6
683,1.0,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,15
684,1.0,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,9
685,1.0,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,14
686,1.0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,12
687,1.0,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,15
688,1.0,0.525,0.4,0.17,0.7305,0.27899999999999997,0.2055,0.195,10
689,1.0,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,10
690,1.0,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,9
691,2.0,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,4
692,1.0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,10
693,1.0,0.38,0.29,0.12,0.28300000000000003,0.1175,0.0655,0.085,8
694,2.0,0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,3
695,2.0,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,6
696,2.0,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,3
697,1.0,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,4
698,1.0,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,12
699,1.0,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,15
700,1.0,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,11
701,1.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.17300000000000001,13
702,1.0,0.445,0.33,0.105,0.4525,0.18,0.10300000000000001,0.12300000000000001,8
703,1.0,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,11
704,1.0,0.4,0.3,0.125,0.41700000000000004,0.191,0.09,0.1175,8
705,1.0,0.415,0.325,0.14,0.41700000000000004,0.1535,0.1015,0.14400000000000002,9
706,1.0,0.315,0.25,0.09,0.203,0.0615,0.037000000000000005,0.0795,10
707,1.0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,9
